SpeciesName,LAI Value
Pinus contorta,11.5
Pinus contorta,7.5
Pinus contorta,7.9
Pinus contorta,8.9
Pinus contorta,3.2
Pinus contorta,2.3
Pinus contorta,4.5
Pinus contorta,4
Pinus contorta,0
Pinus contorta,0.01
Pinus contorta,0.14
Pinus contorta,1.82
Pinus contorta,23.4
Pinus contorta,35.7
Pinus contorta ,1.8
Pinus contorta ,1.3
Pinus contorta ,0.1
Pinus contorta ,2.7
"Pinus contorta, Larix occidentalis, Pseudotsuga menziesii, Abies grandis",4.2
"Pinus contorta, Picea glauca, Populus tremuloides, Populus balsamifera",3.79
"Pinus contorta, Pinus monticola, Abies magnifica, Tsuga mertensiana",1.59
"Pinus densata, Quercus semicarpiforlia",6.71
"Pinus densata, Quercus semicarpiforlia",6.71
Pinus densiflora,4.08
Pinus densiflora,5.15
Pinus densiflora,4.73
Pinus echinata,7.8
"Pinus edulis, Juniperus monosperma",1.85
"Pinus edulis, Juniperus monosperma",1.72
Pinus elliotti,5.99
Pinus elliottii,2.47
Pinus elliottii var. elliottii x Pinus caribaea var. hondurensis,9.3
Pinus elliottii var. elliottii x Pinus caribaea var. hondurensis,9.74
Pinus elliottii var. elliottii x Pinus caribaea var. hondurensis,9.77
Pinus elliottii var. elliottii x Pinus caribaea var. hondurensis,6.97
Pinus elliottii var. elliottii x Pinus caribaea var. hondurensis,6
Pinus elliottii var. elliottii x Pinus caribaea var. hondurensis,5.59
Pinus elliottii var. elliottii x Pinus caribaea var. hondurensis,4.46
Pinus elliottii var. elliottii x Pinus caribaea var. hondurensis,4.84
Pinus elliottii var. elliottii x Pinus caribaea var. hondurensis,5.53
Pinus elliottii var. elliottii x Pinus caribaea var. hondurensis,5.12
"Pinus elliottii, Pinus massoniana, Cunnighamia lanceolata",3.6
Pinus halepensis,1.8
Pinus halepensis,1.15
Pinus halepensis,1.33
"Pinus halepensis, Quercus ilex",3.5
"Pinus koriaensis,Tilia amurensis, Quercus mongolica, Fraxinus mandshurica, Acer mino",5
"Pinus montana, Pinus cembra",2.18
"Pinus montana, Pinus cembra",1.78
"Pinus montana, Pinus cembra",3.89
"Pinus montana, Pinus cembra",3.99
"Pinus monticola, Larix occidentalis",7.99
Pinus mugo,1.9
"Pinus muricata, Pinus radiata, Pinus nigra?",3.5
Pinus nigra,8.2
Pinus nigra,14.73
"Pinus nigra, Fagus sylvatica",4.1
Pinus patula,2.46
Pinus patula,2.13
Pinus pinaster,4.15
Pinus pinaster,2.86
Pinus pinaster,2.26
Pinus pinaster,1.78
Pinus pinaster,1.76
Pinus pinaster,2.66
Pinus pinaster,4.56
Pinus pinaster,2.7
Pinus pinaster,3
Pinus pinaster,3.3
Pinus pinaster,14.6
Pinus pinaster,3.11
Pinus ponderosa,9
Pinus ponderosa,2.1
Pinus ponderosa,1.02
Pinus ponderosa,2.53
Pinus ponderosa,1.66
Pinus ponderosa,2.02
Pinus ponderosa,3.3
Pinus ponderosa,1.9
Pinus ponderosa,2
Pinus ponderosa,1.5
Pinus ponderosa,2.4
Pinus ponderosa,3.2
Pinus ponderosa,1.5
Pinus ponderosa,1.9
Pinus ponderosa,1.4
Pinus ponderosa,1.8
Pinus ponderosa,1.9
Pinus ponderosa,2.1
Pinus ponderosa,3.1
Pinus ponderosa,3.2
Pinus ponderosa,3.63
Pinus ponderosa,7.4
Pinus ponderosa,7.2
Pinus ponderosa,6.8
Pinus ponderosa,6.9
Pinus ponderosa,6.1
Pinus ponderosa,7
Pinus ponderosa,2.73
Pinus ponderosa,1.1
Pinus ponderosa,1.7
Pinus ponderosa,2.4
Pinus ponderosa,2.6
Pinus ponderosa,3.3
Pinus ponderosa,5.9
Pinus ponderosa,4.7
Pinus ponderosa,5.2
Pinus ponderosa,5.37
Pinus ponderosa,6.5
Pinus ponderosa,6.94
Pinus ponderosa,7.3
Pinus ponderosa,8.4
Pinus ponderosa,2.84
Pinus ponderosa,6.25
"Pinus ponderosa, Calocedrus decurrens",1.46
"Pinus ponderosa, Calocedrus decurrens",3.28
"Pinus ponderosa, Larix occidentalis, Abies grandis",3.22
"Pinus ponderosa, Larix occidentalis, Abies grandis",2.74
"Pinus ponderosa, Larix occidentalis, Pinus contorta, Pesudotsuga menziessii",1.95
"Pinus ponderosa, Larix occidentalis, Pinus contorta, Pesudotsuga menziessii",2.75
"Pinus ponderosa, Pinus strobiformis",7.6
"Pinus ponderosa, Pseudotsuga menziesii",5.25
Pinus radiata,1.56
Pinus radiata,14
Pinus radiata,4.59
Pinus resinosa,10.7
Pinus resinosa,5.3
Pinus resinosa,7.3
Pinus resinosa,7
Pinus resinosa,2.7
Pinus resinosa,2.96
Pinus resinosa,3.4
Pinus resinosa,2.5
Pinus resinosa,6.47
Pinus resinosa,6.2
Pinus resinosa,4.9
Pinus resinosa,6.2
"Pinus resinosa, Pinus strobus, Acer rubrum",4.4
"Pinus resinosa, Populus tremuloides",3.9
Pinus sibirica,1.89
Pinus spp.,4.87
Pinus strobus,8
Pinus strobus,5.9
Pinus strobus,12.8
Pinus strobus,1.5
Pinus strobus,2.4
Pinus strobus,2.4
Pinus strobus,2.3
Pinus strobus,3.3
Pinus strobus,7.4
Pinus strobus,3
Pinus strobus,2.9
Pinus strobus,2.9
Pinus strobus,3.8
Pinus strobus,3.2
Pinus strobus,17.8
"Pinus strobus, hardwood mixtures",3.46
"Pinus strobus, hardwood mixtures",3.61
Pinus sylvestris,3.6
Pinus sylvestris,2.4
Pinus sylvestris,2
Pinus sylvestris,2.4
Pinus sylvestris,3.1
Pinus sylvestris,3.3
Pinus sylvestris,4.2
Pinus sylvestris,3.57
Pinus sylvestris,6.16
Pinus sylvestris,6.78
Pinus sylvestris,6.59
Pinus sylvestris,4.8
Pinus sylvestris,4.3
Pinus sylvestris,4.91
Pinus sylvestris,6.22
Pinus sylvestris,6.41
Pinus sylvestris,5.96
Pinus sylvestris,5.75
Pinus sylvestris,4.68
Pinus sylvestris,6.9
Pinus sylvestris,5.6
Pinus sylvestris,6.9
Pinus sylvestris,7.2
Pinus sylvestris,5.3
Pinus sylvestris,4.9
Pinus sylvestris,4.1
Pinus sylvestris,4.2
Pinus sylvestris,2.59
Pinus sylvestris,2.73
Pinus sylvestris,1.45
Pinus sylvestris,2.07
Pinus sylvestris,1.57
Pinus sylvestris,3
Pinus sylvestris,2.1
Pinus sylvestris,1.52
Pinus sylvestris,1.34
Pinus sylvestris,1.44
Pinus sylvestris,1.8
Pinus sylvestris,1.39
Pinus sylvestris,1.91
Pinus sylvestris,1.3
Pinus sylvestris,1.28
Pinus sylvestris,1.28
Pinus sylvestris,1.53
Pinus sylvestris,1.45
Pinus sylvestris,1.07
Pinus sylvestris,0.89
Pinus sylvestris,1.16
Pinus sylvestris,0.75
Pinus sylvestris,0.68
Pinus sylvestris,0.15
Pinus sylvestris,1.43
Pinus sylvestris,1.72
Pinus sylvestris,2.32
Pinus sylvestris,2.43
Pinus sylvestris,2.3
Pinus sylvestris,2.6
Pinus sylvestris,2
Pinus sylvestris,6.3
Pinus sylvestris,4
Pinus sylvestris,5.7
Pinus sylvestris,3.8
Pinus sylvestris,3.8
Pinus sylvestris,4.6
Pinus sylvestris,1.5
Pinus sylvestris,3.4
Pinus sylvestris,4.9
Pinus sylvestris,6.3
Pinus sylvestris,7.2
Pinus sylvestris,3.6
Pinus sylvestris,4.4
Pinus sylvestris,3.2
Pinus sylvestris,3.7
Pinus sylvestris,4.4
Pinus sylvestris,1.1
Pinus sylvestris,4
Pinus sylvestris,3.38
Pinus sylvestris,2.62
Pinus sylvestris,2.32
Pinus sylvestris,1.99
Pinus sylvestris,2.66
Pinus sylvestris,1.98
Pinus sylvestris,5
Pinus sylvestris,2.5
Pinus sylvestris,2.4
Pinus sylvestris,2.7
Pinus sylvestris,2
Pinus sylvestris,5.34
Pinus sylvestris,1.36
Pinus sylvestris,1.57
Pinus sylvestris,5.98
Pinus sylvestris,6.94
Pinus sylvestris,9.28
Pinus sylvestris,10.79
Pinus sylvestris,5.25
Pinus sylvestris,8.55
Pinus sylvestris,10.14
Pinus sylvestris,7.47
Pinus sylvestris,14.21
Pinus sylvestris,4.72
Pinus sylvestris,11.9
Pinus sylvestris,1.73
Pinus sylvestris,1.35
Pinus sylvestris,2.59
Pinus sylvestris,3.16
Pinus sylvestris,4.2
"Pinus sylvestris, Picea abies",3.5
"Pinus sylvestris, Picea abies",5.4
"Pinus sylvestris, Picea abies",3.7
"Pinus sylvestris, Picea abies",4
"Pinus sylvestris, Picea abies",3.94
"Pinus sylvestris, Picea abies",1.49
"Pinus sylvestris, Picea abies",3.34
"Pinus sylvestris, Picea abies",3.17
"Pinus sylvestris, Picea abies, Quercus robur",2.89
"Pinus sylvestris, Pinus nigra",2.14
Pinus tabulaeformis,2.28
Pinus taeda,1.28
Pinus taeda,1.35
Pinus taeda,0.94
Pinus taeda,1.22
Pinus taeda,1.82
Pinus taeda,1.83
Pinus taeda,4.56
Pinus taeda,4.71
Pinus taeda,4.68
Pinus taeda,5.1
Pinus taeda,3.73
Pinus taeda,2.48
Pinus taeda,4.23
Pinus taeda,5.34
Pinus taeda,2.7
Pinus taeda,5.25
Pinus taeda,1.21
"Pinus taeda, Liquidambar styraciflua, Liriodendron tulipifera, Ulmus elata, Acer rubrum, Quercus spp., Carya spp.",5.09
"Pinus taeda, Liquidambar styraciflua, Liriodendron tulipifera, Ulmus elata, Acer rubrum, Quercus spp., Carya spp.",4.82
"Pinus taeda, Liquidambar styraciflua, Liriodendron tulipifera, Ulmus elata, Acer rubrum, Quercus spp., Carya spp.",4.72
"Pinus taeda, Liquidambar styraciflua, Liriodendron tulipifera, Ulmus elata, Acer rubrum, Quercus spp., Carya spp.",4.05
"Pinus taeda, Liquidambar styraciflua, Liriodendron tulipifera, Ulmus elata, Acer rubrum, Quercus spp., Carya spp.",4.11
"Pinus taeda, Liquidambar styraciflua, Liriodendron tulipifera, Ulmus elata, Acer rubrum, Quercus spp., Carya spp.",4.36
"Pinus taeda, Liquidambar styraciflua, Liriodendron tulipifera, Ulmus elata, Acer rubrum, Quercus spp., Carya spp.",5.22
"Pinus taeda, Liquidambar styraciflua, Liriodendron tulipifera, Ulmus elata, Acer rubrum, Quercus spp., Carya spp.",5.05
"Pinus taeda, Liquidambar styraciflua, Liriodendron tulipifera, Ulmus elata, Acer rubrum, Quercus spp., Carya spp.",4.2
Pinus yunnanensis,1.7
Pinus yunnanensis,1.8
"Pinus yunnanensis, Keteleerla evekyniana",2.4
"Pinus yunnanensis, Keteleerla evekyniana",2.8
"Pinus yunnanensis, Keteleerla evekyniana",2.7
"Pinus, Betula",0.17
"Pinus, Fagus sylvatica",6.27
"Pinus, Picea",3.03
"Pinus, Picea",2.43
"Pistacia lentiscus, Juniperus phoenicea",2.56
Plantago major,6.57
Plantago major,4.16
Plantago major,4.77
Plantago major,5.12
Plantago major,5.21
Plantago major,5.04
Plantago major,4.6
Plenckia populnea,1.22
Plenckia populnea,1.43
Plenckia populnea,1.33
Plenckia populnea,1.56
Plenckia populnea,1.48
Plenckia populnea,1.74
Plenckia populnea,0.96
Plenckia populnea,1.12
Plenckia populnea,0.37
Plenckia populnea,0.43
Plenckia populnea,0.49
Plenckia populnea,0.58
Plenckia populnea,0.47
Plenckia populnea,0.55
Plenckia populnea,1.29
Plenckia populnea,1.51
Plenckia populnea,1.36
Plenckia populnea,1.6
Plenckia populnea,1.45
Plenckia populnea,1.7
Poa annua,5.99
Poa annua,0.18
Poa annua,0.29
Poa annua,0.39
Poa annua,0.62
Poa annua,0.61
Poa annua,0.59
Poa annua,0.55
Poa annua,0.49
Poa annua,0.32
Poa annua,1.61
Poa annua,3.5
Poa annua,4.82
Poa annua,5.56
Poa annua,5.72
Poa annua,5.3
Poa annua,4.31
Poa annua,2.73
Podocarpus falcatus,1.78
Podocarpus nubigena,4.2
Podocarpus nubigena,4.7
"Pometia tomentosa,Terminalia myriocarpa, Barringtonia macrostachya",6
Populus balsamifera,6
"Populus balsamifera, Alnus tenuifolia",3
Populus canadensis Moench (clone I-214),2.02
Populus davidiana,2.37
Populus deltoides,6.8
Populus deltoides,5.7
Populus fremontii,2.6
Populus grandidentata,2.43
"Populus grandidentata, Acer rubrum, Quercus rubra",2.9
"Populus grandidentata, Acer rubrum, Quercus rubra, Populus tremuloides",3.59
"Populus grandidentata, Populus tremuloides",4.4
Populus spp,1.96
Populus tremula,3.15
Populus tremula,3.85
Populus tremula,3.07
Populus tremula,2.7
Populus tremula,2.5
Populus tremula,2.49
Populus tremula,2.43
Populus tremula,2.58
Populus tremula,2.56
Populus tremula,2.92
Populus tremula,4.22
Populus tremula,2.45
Populus tremuloides,5.5
Populus tremuloides,2.1
Populus tremuloides,0.37
Populus tremuloides,0.37
Populus tremuloides,1.5
Populus tremuloides,1.8
Populus tremuloides,0.8
Populus tremuloides,3.1
Populus tremuloides,6.6
Populus tremuloides,3.11
Populus tremuloides,5.16
Populus tremuloides,3.06
Populus tremuloides,4.84
Populus tremuloides,4.18
Populus tremuloides,2.79
Populus tremuloides,2.58
Populus tremuloides,3.2
Populus tremuloides,2.29
Populus tremuloides,2.62
Populus tremuloides,2.03
Populus tremuloides,3.27
Populus tremuloides,2.02
Populus tremuloides,2.77
Populus tremuloides,2.56
Populus tremuloides,3.12
Populus tremuloides,2.97
Populus tremuloides,2.11
Populus tremuloides,2.12
Populus tremuloides,2.45
Populus tremuloides,3.48
Populus tremuloides,2.78
Populus tremuloides,2.99
Populus tremuloides,2.56
Populus tremuloides,1.97
Populus tremuloides,1.84
Populus tremuloides,1.75
Populus tremuloides,2.03
Populus tremuloides,2.01
Populus tremuloides,3.13
Populus tremuloides,1.85
Populus tremuloides,3.91
Populus tremuloides,3.09
Populus tremuloides,1.06
Populus tremuloides,2.15
Populus tremuloides,3
Populus tremuloides,4.05
Populus tremuloides,3.3
Populus tremuloides,2.2
Populus tremuloides,6.4
Populus tremuloides,5
Populus tremuloides,0.6
Populus tremuloides ,3.65
Populus tremuloides ,2.59
Populus tremuloides ,2.5
Populus tremuloides ,2.4
Populus tremuloides ,2.9
Populus tremuloides ,1.6
"Populus tremuloides, Acer rubrum, Quercus rubra, Populus grandidentata",4.4
"Populus tremuloides, Betula papyrifera",3
"Populus tremuloides, Betula papyrifera, Acer rubrum",4.9
"Populus tremuloides, Betula papyrifera, Acer rubrum. Acer saccharum",5.5
"Populus tremuloides, Populus balsamifera",2.14
"Populus tremuloides, Populus grandidentata",2.25
"Populus tremuloides, Populus grandidentata",2.41
"Populus tremuloides, Populus grandidentata",3.32
"Populus tremuloides, Populus grandidentata",4.91
"Populus tremuloides, Populus grandidentata",3.04
"Populus tremuloides, Populus grandidentata",3.02
"Populus tremuloides, Populus grandidentata",3.35
"Populus tremuloides, Populus grandidentata",3.77
"Populus tremuloides, Populus grandidentata",4.18
"Populus tremuloides, Populus grandidentata",4.38
"Populus tremuloides, Populus grandidentata",4.38
"Populus tremuloides, Populus grandidentata",4.26
"Populus tremuloides, Populus grandidentata",4.26
"Populus tremuloides, Populus grandidentata",3.51
"Populus tremuloides, Populus grandidentata",2.73
"Populus tremuloides, Populus grandidentata",5.68
"Populus tremuloides, Populus grandidentata",3.04
"Populus tremuloides, Populus grandidentata",2.96
"Populus tremuloides, Populus grandidentata",3.43
"Populus tremuloides, Populus grandidentata",5.14
"Populus tremuloides, Populus grandidentata",3.06
"Populus tremuloides, Populus grandidentata",3.06
"Populus tremuloides, Populus grandidentata",3.69
"Populus tremuloides, Populus grandidentata",4.51
"Populus tremuloides, Populus grandidentata",3.35
"Populus tremuloides, Populus grandidentata",3.68
"Populus tremuloides, Populus grandidentata",3.89
"Populus tremuloides, Populus grandidentata",4.51
"Populus tremuloides, Populus grandidentata",2.75
"Populus tremuloides, Populus grandidentata",1.29
"Populus tremuloides, Populus grandidentata",3.64
"Populus tremuloides, Populus grandidentata",2.67
"Populus tremuloides, Populus grandidentata",3.05
Populus trichocarpa,3.23
"Potentilla fruticosa, Kobresia humilis, Poa Annua, Festuca rubra",2.8
Prestoea montana,3.3
"Protium sagotianum Marchland, Dialium guianense, Hevea brasiliensis, Brosimum lactescens, Cordia alliodora, Tovomita schomburgkii, Qualea paraensis",5
Prunus pensylvanica,5.5
Prunus pensylvanica,6.3
Prunus pensylvanica,5.4
Pseudotsuga menziesii,7.3
Pseudotsuga menziesii,4.7
Pseudotsuga menziesii,6.47
Pseudotsuga menziesii,5.9
Pseudotsuga menziesii,5.98
Pseudotsuga menziesii,7.79
Pseudotsuga menziesii,7.62
Pseudotsuga menziesii,7.81
Pseudotsuga menziesii,7.37
Pseudotsuga menziesii,8.54
Pseudotsuga menziesii,7.99
Pseudotsuga menziesii,8.41
Pseudotsuga menziesii,8.86
Pseudotsuga menziesii,7.44
Pseudotsuga menziesii,3.37
Pseudotsuga menziesii,9.83
Pseudotsuga menziesii,7.13
Pseudotsuga menziesii,4.63
Pseudotsuga menziesii,5.6
Pseudotsuga menziesii,7.4
Pseudotsuga menziesii,5.6
Pseudotsuga menziesii,4.9
Pseudotsuga menziesii,16.33
Pseudotsuga menziesii,26.91
Pseudotsuga menziesii,30.36
Pseudotsuga menziesii,22.31
Pseudotsuga menziesii,28.06
Pseudotsuga menziesii,24.61
Pseudotsuga menziesii,33.81
Pseudotsuga menziesii,16.33
Pseudotsuga menziesii,21.16
Pseudotsuga menziesii,29.21
Pseudotsuga menziesii,23.46
Pseudotsuga menziesii,33.81
Pseudotsuga menziesii,34.96
Pseudotsuga menziesii,24.61
Pseudotsuga menziesii,12
Pseudotsuga menziesii,15
Pseudotsuga menziesii,4
Pseudotsuga menziesii,6.6
Pseudotsuga menziesii,8.2
Pseudotsuga menziesii,6.7
Pseudotsuga menziesii,6
Pseudotsuga menziesii,7.4
Pseudotsuga menziesii,16.7
Pseudotsuga menziesii,15.5
Pseudotsuga menziesii,6
Pseudotsuga menziesii,8.1
Pseudotsuga menziesii,10.3
Pseudotsuga menziesii,7.3
Pseudotsuga menziesii,9.2
Pseudotsuga menziesii,10.4
Pseudotsuga menziesii,11.2
Pseudotsuga menziesii,9.3
Pseudotsuga menziesii,7.7
Pseudotsuga menziesii,7.4
Pseudotsuga menziesii,9.6
Pseudotsuga menziesii,18.1
Pseudotsuga menziesii,20.1
Pseudotsuga menziesii,12.5
Pseudotsuga menziesii,9.31
"Pseudotsuga menziesii, Abies grandis",18
"Pseudotsuga menziesii, Pinus monticola",7.97
"Pseudotsuga menziesii, Pinus ponderosa",9.93
"Pseudotsuga menziesii, Tsuga heterophylla, Abies amabilis",22
"Pseudotsuga menziesii, Tsuga heterophylla, Thuja plicata",7.2
"Pseudotsuga menziesii, Tsuga heterophylla, Thuja plicata",9.6
"Pseudotsuga menziesii, Tsuga heterophylla, Thuja plicata",9
"Pseudotsuga menziesii, Tsuga heterophylla, Thuja plicata",7.8
"Pseudotsuga menziesii, Tsuga heterophylla, Thuja plicata",9.2
"Pseudotsuga menziesii, Tsuga heterophylla, Thuja plicata",10.7
"Pterocarpus marsupium, Cleasistanthus collinus, Grewia tilifolia, Tectona grandis, Lagerostromia parviflora, Diosporus melanoxylon, Terminalia alata, Dendrocalamus strictus, Bamboosa arundinacea",2.31
Pulicaria dysenterica,4.31
Pulicaria dysenterica,1.42
Pulicaria dysenterica,1.74
Pulicaria dysenterica,2.21
Pulicaria dysenterica,2.03
Pulicaria dysenterica,2.23
Pulicaria dysenterica,2.29
Pulicaria dysenterica,2.23
Pulicaria dysenterica,2.51
Pulicaria dysenterica,2.22
Pulicaria dysenterica,2.7
Pulicaria dysenterica,2.15
Pulicaria dysenterica,3.07
Pulicaria dysenterica,2.11
Pulicaria dysenterica,3.13
Pulicaria dysenterica,2.06
Pulicaria dysenterica,3.15
Pulicaria dysenterica,1.77
Pulicaria dysenterica,2.91
Pulicaria dysenterica,1.68
Pulicaria dysenterica,2.77
Pulicaria dysenterica,1.58
Pulicaria dysenterica,2.59
Pulicaria dysenterica,1.34
Pulicaria dysenterica,2.14
Pulicaria dysenterica,1.86
Puseudotsuga menziesii,8.05
Puseudotsuga menziesii,9.48
Puseudotsuga menziesii,8.9
Puseudotsuga menziesii,6.41
Puseudotsuga menziesii,7.17
Puseudotsuga menziesii,10.22
Puseudotsuga menziesii,11.06
Puseudotsuga menziesii,10.74
Puseudotsuga menziesii,7.22
Puseudotsuga menziesii,7.38
Puseudotsuga menziesii,7.79
Puseudotsuga menziesii,8.79
Qualea grandiflora,0.73
Qualea grandiflora,0.85
Qualea grandiflora,1.59
Qualea grandiflora,1.87
Qualea grandiflora,1.59
Qualea grandiflora,1.86
Qualea grandiflora,1.94
Qualea grandiflora,2.27
Qualea grandiflora,1.43
Qualea grandiflora,1.67
Qualea grandiflora,1.97
Qualea grandiflora,2.31
Qualea grandiflora,2.55
Qualea grandiflora,2.99
Qualea grandiflora,1.3
Qualea grandiflora,1.52
Qualea grandiflora,1.07
Qualea grandiflora,1.26
Qualea grandiflora,2.59
Qualea grandiflora,3.04
Qualea grandiflora,1.04
Qualea grandiflora,1.22
Qualea parviflora,1.06
Qualea parviflora,1.24
Qualea parviflora,0.81
Qualea parviflora,0.95
Qualea parviflora,1.33
Qualea parviflora,1.56
Qualea parviflora,0.88
Qualea parviflora,1.03
Qualea parviflora,1.06
Qualea parviflora,1.24
Qualea parviflora,0.68
Qualea parviflora,0.79
Qualea parviflora,0.89
Qualea parviflora,1.05
Qualea parviflora,0.99
Qualea parviflora,1.16
Qualea parviflora,1.76
Qualea parviflora,2.07
Qualea parviflora,1.23
Qualea parviflora,1.44
Quercus,4.31
Quercus,6.03
Quercus,5.76
"Quercus acuta,  Shiia sieboldii, Quercus stenophylla, Distylium racemosum",8.75
Quercus acutissima,4.5
Quercus acutissima,2.9
Quercus acutissima,6.6
Quercus acutissima,6.9
Quercus acutissima,4.6
Quercus acutissima,7.1
Quercus acutissima,5.6
Quercus acutissima,6.5
Quercus acutissima,4.8
Quercus acutissima,3.8
Quercus acutissima,4.7
Quercus acutissima,5.1
Quercus acutissima,5.2
Quercus alba,4
"Quercus alba, Acer rubrum, Fagus grandifolia, Quercus velutina",3.3
"Quercus alba, Carya tomentosa",5
"Quercus alba, Cornus florida",3.4
"Quercus alba, Quercus coccinea",3.79
"Quercus alba, Quercus rubra, Quercus marilandica",6.1
"Quercus alba, Quercus rubra, Quercus marilandica",4.8
"Quercus alba, Quercus rubra, Quercus marilandica",4.5
"Quercus alba, Quercus rubra, Quercus marilandica",6.1
"Quercus alba, Quercus rubra, Quercus marilandica",6.9
"Quercus alba, Quercus rubra, Quercus marilandica",6.7
"Quercus alba, Quercus rubra, Quercus marilandica",5.9
"Quercus alba, Quercus rubra, Quercus marilandica",7.4
"Quercus alba, Quercus rubra, Quercus marilandica",6.2
"Quercus alba, Quercus rubra, Quercus marilandica",7.4
"Quercus alba, Quercus rubra, Quercus marilandica",5.5
"Quercus alba, Quercus velutina, Fagus grandifolia",3
Quercus cerris,7.4
Quercus cerris,4.9
Quercus cerris,4.8
Quercus cerris,4.3
Quercus cerris,4.5
Quercus cerris,3.8
Quercus cerris,4.16
"Quercus cerris, Quercus petraea",4.4
Quercus coccifera,4.15
Quercus crispula,12.1
Quercus crispula,8.1
"Quercus crispula, Betula ermanii, Betula platyphylla, Abies sachalinensis, Picea jezoensis",7.8
"Quercus crispula, Betula platyphyla, Acer mono",5.1
Quercus douglasii,0.83
"Quercus ellipsoidalis, Quercus macrocarpa",4.73
"Quercus ellipsoidalis, Quercus macrocarpa",2.95
"Quercus ellipsoidalis, Quercus macrocarpa",3.47
"Quercus ellipsoidalis, Quercus macrocarpa",2.76
"Quercus ellipsoidalis, Quercus macrocarpa",2.36
Quercus frainetto,2.7
Quercus frainetto,2.8
Quercus frainetto,2.8
Quercus frainetto,2.8
Quercus frainetto,2.7
Quercus frainetto,2.2
Quercus frainetto,2.4
Quercus frainetto,2.1
"Quercus gilva, Castanopsis cuspidata",8.28
"Quercus gilva, Castanopsis cuspidata",8.11
"Quercus gilva, Castanopsis cuspidata",6.93
"Quercus glauca, Cinnamomum sp., Buddleja sp. et al,",6.88
"Quercus glauca, Quercus salicina, Camellia japonica",6.63
"Quercus glauca, Quercus salicina, Camellia japonica",5.52
"Quercus glauca, Quercus salicina, Camellia japonica",6.07
"Quercus glauca, Quercus salicina, Quercus acuta, Camellia japonica",8.9
"Quercus glauca, Quercus salicina, Quercus acuta, Camellia japonica",7.5
"Quercus glauca, Quercus salicina, Quercus acuta, Camellia japonica",8.2
Quercus ilex,2.96
Quercus ilex,3.5
Quercus ilex,5.62
Quercus ilex,6.56
Quercus ilex,1.7
Quercus ilex,2.01
Quercus ilex,3.9
Quercus ilex,4.5
"Quercus ilex, Arbutus unedo, Phyllirea media",5.3
"Quercus ilex, Arbutus unedo, Phyllirea media",4.6
"Quercus ilex, Arbutus unedo, Phyllirea media",5.1
"Quercus ilex, Buxus sp, Thymus sp",2.86
"Quercus ilex, Pinus halepensis",3.9
"Quercus ilex, Pinus halepensis",3.5
"Quercus ilex, Quercus suber",2.35
Quercus liaotungensis,2.9
Quercus mongolica,5.5
Quercus myrsinifolia,8
Quercus myrsinifolia,8.1
Quercus myrsinifolia,9
"Quercus myrtifolia, Quercus geminata, Quercus chapmanii",2.6
"Quercus oblongifolia, Quercus emoryi",1.76
Quercus patraea,5.2
Quercus pedunculiflora,3.43
Quercus petraea,2.73
Quercus petraea,6.4
Quercus petraea,6.2
Quercus petraea,5.4
Quercus petraea,6.5
Quercus petraea,5.8
Quercus petraea,5.45
Quercus petraea,3.8
Quercus petraea,4.24
Quercus petraea,5.97
Quercus petraea,1.71
Quercus petraea,5.7
Quercus petraea and others,5.86
Quercus petraea and others,4.67
"Quercus petraea, Fagus sylvatica",4.8
"Quercus petraea, Fagus sylvatica",6.1
"Quercus petraea, Fagus sylvatica",4.49
"Quercus petraea, Quercus robur",6.79
"Quercus petraea, Quercus robur",7.02
"Quercus petraea, Quercus robur",6.61
"Quercus petraea, Quercus robur",5.88
"Quercus petraea, Quercus robur",5.57
"Quercus petraea, Quercus robur",3.81
"Quercus petraea, Quercus robur",5.65
"Quercus petraea, Quercus robur",6.71
"Quercus petraea, Quercus robur",6.85
"Quercus petraea, Quercus robur",7.05
"Quercus petraea, Quercus robur",5.3
"Quercus petraea, Quercus robur, Fagus sylvatica",7.11
Quercus phillyraeoides,5.74
Quercus phillyraeoides,5.9
"Quercus phillyraeoides, Rapanaea neriifolia",9.6
"Quercus phillyraeoides, Rapanaea neriifolia",13.8
"Quercus phillyraeoides, Rapanaea neriifolia",10.5
Quercus prinus,8.2
Quercus prinus,6.5
Quercus prinus,6.3
Quercus prinus,4.3
"Quercus Prinus, Acer rubrum",5.4
"Quercus Prinus, Acer rubrum",5.4
"Quercus Prinus, Acer rubrum",4.7
"Quercus prinus, Cornus florida, Quercus alba",2.8
"Quercus prinus, Cornus florida, Quercus alba",2.6
"Quercus prinus, Cornus florida, Quercus velutina",2.9
"Quercus Prinus, Liriodendron tulipifera",5.2
"Quercus prinus, Quercus florida",3.28
"Quercus prinus, Quercus spp.",2.72
"Quercus Prinus, Quercus velutina",6
"Quercus Prinus, Quercus velutina",6
"Quercus Prinus, Quercus velutina",7.4
"Quercus prinus, Quercus velutina, Quercus coccinia",4.05
Quercus pubescens,3
Quercus pubescens,2.73
Quercus pubescens,2.54
Quercus pyrenaica,2.6
Quercus pyrenaica,2
Quercus pyrenaica,1.9
Quercus pyrenaica,1.8
Quercus pyrenaica,3.4
Quercus pyrenaica,2.41
Quercus robur,5.34
Quercus robur,6.23
Quercus robur,2.6
Quercus robur,2
Quercus robur,4.4
Quercus robur,4.2
Quercus robur,6.33
Quercus robur,2.32
Quercus robur,2.64
Quercus robur,4.72
Quercus robur,5.4
