id,species,common_name,category,mean_lai,lai_min,lai_max,measurement_count,pft,canopy_form,climate,deciduous,tier,tier_source,sources,notes
400,Handroanthus chrysanthus,Golden Trumpet,Tree,2.7,1.3,4.2,0,TrBD,round,tropical,TRUE,4,PFT_Mean,PFT mean: Tropical broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrBD
401,Jacaranda mimosifolia,Jacaranda,Tree,2.5,1.2,4.0,0,TrBD,spreading,tropical,TRUE,4,PFT_Mean,PFT mean: Tropical broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrBD; fine pinnate foliage
402,Tecoma stans,Yellow Elder,Shrub,2.6,1.2,4.2,0,TrES,round,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical evergreen shrub. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrES
403,Crescentia cujete,Calabash Tree,Tree,2.8,1.5,4.5,0,TrBE,spreading,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrBE
404,Plumeria obtusa,White Frangipani,Tree,2.3,1.0,3.8,0,TrBE,round,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,Genus Plumeria analogy
405,Plumeria alba,White Plumeria,Tree,2.0,0.8,3.5,0,TrBD,round,tropical,TRUE,4,PFT_Mean,PFT mean: Tropical broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,Genus Plumeria
406,Nerium oleander,Oleander,Shrub,2.2,1.0,3.8,0,SuBE,round,subtropical,FALSE,4,PFT_Mean,PFT mean: Subtropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT SuBE; Mediterranean to tropical
407,Thevetia peruviana,Yellow Oleander,Tree,2.0,0.8,3.5,0,TrBE,round,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrBE
408,Alstonia scholaris,Pulai,Tree,3.5,2.0,5.2,0,TrBE,round,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrBE; Singapore common tree
409,Khaya senegalensis,African Mahogany,Tree,3.5,2.0,5.2,0,TrBE,round,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrBE
410,Khaya anthotheca,White Mahogany,Tree,3.3,1.8,5.0,0,TrBE,round,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrBE
411,Cedrela odorata,Spanish Cedar,Tree,3.0,1.5,4.8,0,TrBD,round,tropical,TRUE,4,PFT_Mean,PFT mean: Tropical broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrBD
412,Azadirachta indica,Neem,Tree,3.5,2.0,5.2,0,TrBE,round,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrBE
413,Mangifera indica,Mango,Tree,4.2,2.8,5.8,0,TrBE,round,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrBE; dense canopy
414,Anacardium occidentale,Cashew,Tree,3.5,2.0,5.2,0,TrBE,round,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrBE
415,Spondias dulcis,Ambarella,Tree,3.0,1.5,4.8,0,TrBD,round,tropical,TRUE,4,PFT_Mean,PFT mean: Tropical broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrBD
416,Syzygium jambos,Rose Apple,Tree,4.0,2.5,5.8,0,TrBE,round,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrBE
417,Syzygium grande,Sea Apple,Tree,4.2,2.8,6.0,0,TrBE,round,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrBE; NParks Singapore
418,Syzygium cumini,Java Plum,Tree,4.0,2.5,5.8,0,TrBE,round,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrBE
419,Syzygium malaccense,Malay Apple,Tree,4.0,2.5,5.8,0,TrBE,round,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrBE
420,Syzygium oleana,Red Tip Brush Cherry,Shrub,3.0,1.5,4.5,0,TrES,round,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical evergreen shrub. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrES
421,Psidium guajava,Guava,Tree,3.5,2.0,5.0,0,TrBE,round,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrBE
422,Persea americana,Avocado,Tree,4.0,2.5,5.8,0,SuBE,round,subtropical,FALSE,4,PFT_Mean,PFT mean: Subtropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT SuBE
423,Cinnamomum iners,Wild Cinnamon,Tree,3.8,2.2,5.5,0,TrBE,round,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrBE; Cinnamomum genus
424,Casuarina equisetifolia,Horsetail Tree,Tree,2.5,1.2,4.0,0,TrN,conical,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical needleleaf tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrN; needleleaf
425,Casuarina cunninghamiana,River Sheoak,Tree,2.4,1.2,3.8,0,TrN,conical,subtropical,FALSE,4,PFT_Mean,PFT mean: Tropical needleleaf tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrN
426,Casuarina glauca,Swamp Sheoak,Tree,2.3,1.0,3.8,0,SuBE,conical,subtropical,FALSE,4,PFT_Mean,PFT mean: Subtropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT SuBE
427,Allocasuarina fraseriana,Fraser Sheoak,Tree,2.0,1.0,3.5,0,SuBE,round,subtropical,FALSE,4,PFT_Mean,PFT mean: Subtropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT SuBE; WA native
428,Araucaria heterophylla,Norfolk Island Pine,Tree,2.5,1.2,4.0,0,TrN,conical,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical needleleaf tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrN; panel species
429,Araucaria columnaris,Coral Sea Pine,Tree,2.3,1.0,3.8,0,TrN,columnar,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical needleleaf tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,Genus Araucaria
430,Araucaria cunninghamii,Hoop Pine,Tree,2.4,1.2,3.8,0,TrN,conical,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical needleleaf tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,Genus Araucaria
431,Podocarpus macrophyllus,Buddhist Pine,Tree,3.2,1.8,5.0,0,SuBE,columnar,subtropical,FALSE,4,PFT_Mean,PFT mean: Subtropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,Panel species; hedge use
432,Podocarpus elatus,Brown Pine,Tree,3.0,1.5,4.8,0,SuBE,columnar,subtropical,FALSE,4,PFT_Mean,PFT mean: Subtropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,Genus Podocarpus; Australian
433,Fagraea fragrans,Tembusu,Tree,4.5,3.0,6.0,0,TrBE,spreading,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrBE; Singapore heritage tree
434,Polyalthia longifolia,False Ashoka,Tree,3.5,2.0,5.2,0,TrBE,columnar,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrBE; columnar form
435,Hopea odorata,Chengal Pasir,Tree,3.8,2.2,5.5,0,TrBE,conical,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,Genus Hopea in CSV; forest species
436,Cocos nucifera,Coconut Palm,Palm,3.2,2.0,5.0,0,Palm,spreading,tropical,FALSE,4,PFT_Mean,PFT mean: Palm. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT Palm; tropical
437,Phoenix dactylifera,Date Palm,Palm,2.8,1.5,4.5,0,Palm,spreading,tropical,FALSE,4,PFT_Mean,PFT mean: Palm. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT Palm
438,Phoenix roebelenii,Pygmy Date Palm,Palm,2.5,1.2,4.0,0,Palm,spreading,tropical,FALSE,4,PFT_Mean,PFT mean: Palm. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT Palm
439,Livistona chinensis,Chinese Fan Palm,Palm,3.0,1.8,4.8,0,Palm,spreading,tropical,FALSE,4,PFT_Mean,PFT mean: Palm. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT Palm; Singapore
440,Washingtonia robusta,Mexican Fan Palm,Palm,2.5,1.2,4.0,0,Palm,columnar,subtropical,FALSE,4,PFT_Mean,PFT mean: Palm. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT Palm; tall columnar
441,Roystonea regia,Royal Palm,Palm,3.2,1.8,5.0,0,Palm,columnar,tropical,FALSE,4,PFT_Mean,PFT mean: Palm. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT Palm; columnar
442,Roystonea oleracea,Caribbean Royal Palm,Palm,3.0,1.8,4.8,0,Palm,columnar,tropical,FALSE,4,PFT_Mean,PFT mean: Palm. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT Palm
443,Bismarckia nobilis,Bismarck Palm,Palm,3.5,2.0,5.2,0,Palm,spreading,tropical,FALSE,4,PFT_Mean,PFT mean: Palm. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT Palm; large crown
444,Dypsis lutescens,Golden Cane Palm,Palm,3.0,1.5,4.8,0,Palm,spreading,tropical,FALSE,4,PFT_Mean,PFT mean: Palm. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT Palm; clumping
445,Dypsis decaryi,Triangle Palm,Palm,2.8,1.5,4.5,0,Palm,spreading,tropical,FALSE,4,PFT_Mean,PFT mean: Palm. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT Palm
446,Syagrus romanzoffiana,Queen Palm,Palm,3.0,1.5,4.8,0,Palm,spreading,subtropical,FALSE,4,PFT_Mean,PFT mean: Palm. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT Palm
447,Archontophoenix cunninghamiana,Bangalow Palm,Palm,2.8,1.5,4.5,0,Palm,columnar,subtropical,FALSE,4,PFT_Mean,PFT mean: Palm. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT Palm; Australian
448,Wodyetia bifurcata,Foxtail Palm,Palm,3.2,1.8,5.0,0,Palm,spreading,tropical,FALSE,4,PFT_Mean,PFT mean: Palm. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT Palm; Australian tropical
449,Livistona australis,Cabbage Tree Palm,Palm,3.0,1.5,4.8,0,Palm,spreading,subtropical,FALSE,4,PFT_Mean,PFT mean: Palm. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT Palm; Australian
450,Brahea armata,Blue Hesper Palm,Palm,2.5,1.2,4.0,0,Palm,spreading,subtropical,FALSE,4,PFT_Mean,PFT mean: Palm. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT Palm; arid
451,Trachycarpus fortunei,Windmill Palm,Palm,2.8,1.5,4.5,0,Palm,spreading,subtropical,FALSE,4,PFT_Mean,PFT mean: Palm. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT Palm; cool climate palm
452,Ficus macrophylla,Moreton Bay Fig,Tree,4.5,3.0,6.5,0,SuBE,spreading,subtropical,FALSE,4,PFT_Mean,PFT mean: Subtropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT SuBE; massive canopy
453,Lophostemon confertus,Brush Box,Tree,4.2,2.8,6.0,0,SuBE,round,subtropical,FALSE,4,PFT_Mean,PFT mean: Subtropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT SuBE; Queensland
454,Tristaniopsis laurina,Water Gum,Tree,4.0,2.5,5.8,0,SuBE,round,subtropical,FALSE,4,PFT_Mean,PFT mean: Subtropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT SuBE
455,Corymbia citriodora,Lemon Scented Gum,Tree,3.0,1.5,4.8,0,SuBE,round,subtropical,FALSE,4,PFT_Mean,PFT mean: Subtropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,Eucalyptus relative; ORNL genus
456,Corymbia ficifolia,Flowering Gum,Tree,3.5,2.0,5.2,0,SuBE,round,subtropical,FALSE,4,PFT_Mean,PFT mean: Subtropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,Eucalyptus relative
457,Corymbia calophylla,Marri,Tree,3.2,1.8,5.0,0,SuBE,round,subtropical,FALSE,4,PFT_Mean,PFT mean: Subtropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,WA native; Eucalyptus relative
458,Agathis robusta,Queensland Kauri,Tree,4.0,2.5,5.8,0,SuBE,conical,subtropical,FALSE,4,PFT_Mean,PFT mean: Subtropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT SuBE
459,Brachychiton populneus,Kurrajong,Tree,3.5,2.0,5.2,0,SuBE,conical,subtropical,TRUE,4,PFT_Mean,PFT mean: Subtropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT SuBE; semi-deciduous
460,Brachychiton acerifolius,Illawarra Flame Tree,Tree,3.2,1.8,5.0,0,SuBE,round,subtropical,TRUE,4,PFT_Mean,PFT mean: Subtropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT SuBE; deciduous when flowering
461,Agonis flexuosa,Peppermint Tree,Tree,3.8,2.2,5.5,0,SuBE,spreading,subtropical,FALSE,4,PFT_Mean,PFT mean: Subtropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,WA native; PFT SuBE
462,Nuytsia floribunda,Christmas Tree,Tree,2.5,1.2,4.0,0,SuBE,spreading,subtropical,FALSE,4,PFT_Mean,PFT mean: Subtropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,WA endemic
463,Olea europaea,Olive,Tree,2.8,1.5,4.5,0,MedBE,spreading,mediterranean,FALSE,4,PFT_Mean,PFT mean: Mediterranean broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT MedBE; drought-adapted
464,Quercus suber,Cork Oak,Tree,3.0,1.5,5.0,0,MedBE,round,mediterranean,FALSE,4,PFT_Mean,PFT mean: Mediterranean broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT MedBE
465,Ceratonia siliqua,Carob,Tree,2.8,1.5,4.5,0,MedBE,spreading,mediterranean,FALSE,4,PFT_Mean,PFT mean: Mediterranean broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT MedBE
466,Pinus pinea,Stone Pine,Tree,3.5,1.5,6.0,0,TeNE,spreading,mediterranean,FALSE,4,PFT_Mean,PFT mean: Temperate needleleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeNE; umbrella form
467,Phoenix canariensis,Canary Palm,Palm,3.0,1.5,5.0,0,Palm,spreading,mediterranean,FALSE,4,PFT_Mean,PFT mean: Palm. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT Palm; Mediterranean
468,Platanus acerifolia,London Plane,Tree,4.0,2.5,6.0,0,TeBD,spreading,temperate,TRUE,4,PFT_Mean,PFT mean: Temperate broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeBD; very common urban tree
469,Platanus occidentalis,American Sycamore,Tree,4.0,2.5,6.0,0,TeBD,spreading,temperate,TRUE,4,PFT_Mean,PFT mean: Temperate broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeBD
470,Tilia cordata,Small-leaf Lime,Tree,4.5,2.8,6.5,0,TeBD,round,temperate,TRUE,4,PFT_Mean,PFT mean: Temperate broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeBD; common urban
471,Tilia x europaea,Common Lime,Tree,4.5,2.8,6.5,0,TeBD,round,temperate,TRUE,4,PFT_Mean,PFT mean: Temperate broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeBD
472,Ulmus procera,English Elm,Tree,4.0,2.5,6.0,0,TeBD,round,temperate,TRUE,4,PFT_Mean,PFT mean: Temperate broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeBD
473,Ulmus pumila,Siberian Elm,Tree,3.5,2.0,5.5,0,TeBD,round,temperate,TRUE,4,PFT_Mean,PFT mean: Temperate broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeBD
474,Gleditsia triacanthos,Honey Locust,Tree,3.5,2.0,5.5,0,TeBD,spreading,temperate,TRUE,4,PFT_Mean,PFT mean: Temperate broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeBD; fine leaflets
475,Cercis siliquastrum,Judas Tree,Tree,3.0,1.5,4.8,0,TeBD,round,temperate,TRUE,4,PFT_Mean,PFT mean: Temperate broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeBD; small tree
476,Koelreuteria paniculata,Golden Rain Tree,Tree,3.5,2.0,5.5,0,TeBD,round,temperate,TRUE,4,PFT_Mean,PFT mean: Temperate broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeBD
477,Ginkgo biloba,Maidenhair Tree,Tree,3.8,2.2,5.8,0,TeBD,conical,temperate,TRUE,4,PFT_Mean,PFT mean: Temperate broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeBD; ancient species
478,Catalpa bignonioides,Indian Bean Tree,Tree,4.0,2.5,6.0,0,TeBD,round,temperate,TRUE,4,PFT_Mean,PFT mean: Temperate broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeBD; large leaves
479,Magnolia grandiflora,Southern Magnolia,Tree,4.5,2.8,6.5,0,TeBE,round,temperate,FALSE,4,PFT_Mean,PFT mean: Temperate broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeBE; evergreen
480,Magnolia x soulangeana,Saucer Magnolia,Tree,3.5,2.0,5.5,0,TeBD,round,temperate,TRUE,4,PFT_Mean,PFT mean: Temperate broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeBD; deciduous
481,Nyssa sylvatica,Black Tupelo,Tree,4.0,2.5,6.0,0,TeBD,round,temperate,TRUE,4,PFT_Mean,PFT mean: Temperate broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeBD; autumn colour
482,Amelanchier lamarckii,Juneberry,Tree,3.5,2.0,5.5,0,TeBD,round,temperate,TRUE,4,PFT_Mean,PFT mean: Temperate broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeBD; small tree
483,Zelkova serrata,Japanese Zelkova,Tree,4.0,2.5,6.0,0,TeBD,round,temperate,TRUE,4,PFT_Mean,PFT mean: Temperate broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeBD
484,Cercidiphyllum japonicum,Katsura,Tree,3.8,2.2,5.5,0,TeBD,round,temperate,TRUE,4,PFT_Mean,PFT mean: Temperate broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeBD
485,Styrax japonicus,Japanese Snowbell,Tree,3.5,2.0,5.5,0,TeBD,round,temperate,TRUE,4,PFT_Mean,PFT mean: Temperate broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeBD; small tree
486,Pyrus calleryana,Callery Pear,Tree,4.0,2.5,6.0,0,TeBD,conical,temperate,TRUE,4,PFT_Mean,PFT mean: Temperate broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeBD; urban tree
487,Sorbus aucuparia,Rowan,Tree,3.5,2.0,5.5,0,TeBD,round,temperate,TRUE,4,PFT_Mean,PFT mean: Temperate broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeBD
488,Crataegus laevigata,Midland Hawthorn,Tree,3.0,1.5,4.8,0,TeBD,round,temperate,TRUE,4,PFT_Mean,PFT mean: Temperate broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeBD; small tree
489,Parrotia persica,Persian Ironwood,Tree,3.8,2.2,5.5,0,TeBD,spreading,temperate,TRUE,4,PFT_Mean,PFT mean: Temperate broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeBD
490,Cedrus deodara,Deodar Cedar,Tree,5.0,3.0,8.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean,PFT mean: Temperate needleleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeNE
491,Cedrus atlantica,Atlas Cedar,Tree,5.2,3.0,8.5,0,TeNE,conical,temperate,FALSE,4,PFT_Mean,PFT mean: Temperate needleleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeNE
492,Cedrus libani,Cedar of Lebanon,Tree,5.0,3.0,8.0,0,TeNE,spreading,temperate,FALSE,4,PFT_Mean,PFT mean: Temperate needleleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeNE; flat spreading canopy
493,Sequoiadendron giganteum,Giant Sequoia,Tree,5.5,3.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean,PFT mean: Temperate needleleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeNE
494,Thuja plicata,Western Red Cedar,Tree,6.0,3.5,9.5,0,TeNE,conical,temperate,FALSE,4,PFT_Mean,PFT mean: Temperate needleleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeNE
495,Thuja occidentalis,Eastern White Cedar,Tree,5.5,3.0,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean,PFT mean: Temperate needleleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeNE
