id,species,accepted_name,gbif_taxon_key,family,order,common_name,growth_form,landscape_category,leaf_phenology,native_region,native_koppen,lai_mean,lai_min,lai_max,lai_sd,lai_n,lai_method,lai_context,lai_measurement_koppen,pft,tier,tier_source,urban_context,sources,notes,entry_date,data_version,ai_assisted,ai_model
31894,Psidium sorocabense,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Psidium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31895,Psidium spec.,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Psidium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31896,Psidium striatulum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Psidium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31897,Psidium suaveolens,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Psidium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31898,Psidium subrostrifolium,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Psidium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31899,Psidium tenuirame,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Psidium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31900,Psidium ternatifolium,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Psidium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31901,Psidium tomasense,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Psidium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31902,Psidium tomentosum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Psidium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31903,Psidium turbinatum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Psidium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31904,Psidium ubatubense,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Psidium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31905,Psidium variabile,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: . PFT LAI: Bonan (2008) Science 320:1444",Genus Psidium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31906,Psidium versicolor,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Psidium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31907,Psidium willemetianum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Psidium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31908,Psidium xdurbanensis,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Psidium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31909,Pyrus acutiserrata,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31910,Pyrus alpinotaiwaniana,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31911,Pyrus amygdaliformis,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31912,Pyrus anatolica,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: ROSACEAE. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31913,Pyrus anthyllidifolia,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31914,Pyrus argyrophylla,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31915,Pyrus armeniacifolia,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31916,Pyrus aucuparia,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31917,Pyrus auricularis,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31918,Pyrus austriaca,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31919,Pyrus babadagensis,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31920,Pyrus bardoensis,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31921,Pyrus betulifolia,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31922,Pyrus boissieriana,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31923,Pyrus bourgaeana,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31924,Pyrus bretschneideri,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31925,Pyrus browiczii,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31926,Pyrus bucharica,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31927,Pyrus cajon,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31928,Pyrus calleryana,,,,,Callery Pear,tree,Tree,deciduous,,"Cfb,Dfb,Dfc",4.0,2.5,6.0,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean,UNKNOWN,PFT mean: Temperate broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TeBD; urban tree,2026-05-25,1.0.0,FALSE,
31929,Pyrus canadensis,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31930,Pyrus canescens,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31931,Pyrus ceratocarpa,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31932,Pyrus chinensis,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31933,Pyrus chosrovica,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31934,Pyrus commixta,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31935,Pyrus communis,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: . PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31936,Pyrus complexa,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: ROSACEAE. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31937,Pyrus cordata,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31938,Pyrus coronaria,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31939,Pyrus cossonii,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31940,Pyrus costata,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31941,Pyrus cummunis,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31942,Pyrus cuneifolia,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31943,Pyrus daralagezi,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31944,Pyrus daralagezii,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31945,Pyrus delavayi,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31946,Pyrus demetrii,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31947,Pyrus dimorphophylla,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31948,Pyrus domestica,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31949,Pyrus douxiana,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
31950,Pyrus elaeagnifolia,,,,,,tree,Tree,evergreen,,"Cfb,Dfb,Dfc",3.8,1.5,6.5,,0,PFT-inferred,inferred,,TeBD,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: . PFT LAI: Bonan (2008) Science 320:1444",Genus Pyrus GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
